Project,Package,Class,MethodSignature,OuterClass,AccessModifier,IsStatic,IsFinal,ATFD,CA,CAM,CBO,CBOMZ,CE,CYCLO,DAM,DIT,LCOM,LD,LOC_C,LOC_M,MFA,MOA,MRD,NOAIT_C,NOAM,NOASIT_C,NOAU,NOBU,NOC,NOCT,NODT_C,NODV_C,NOECU_C,NOEET,NOET,NOFS_C,NOIS_C,NOL_C,NOL_M,NOM,NOMM,NOMR_C,NOMR_M,NONT,NOPA,NOPT,NOPV,NORT,NPM,Nono_C,RFC,ALU,WMC,WMCNAMM,WOC
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,,toString(),,public,false,false,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,TypeSpecTest,typeVariableWithBounds(),,public,false,false,,,,,,,1,,,,,,7,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,TypeSpecTest,classCannotHaveDefaultMethods(),,public,false,false,,,,,,,2,,,,,,7,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,TypeSpecTest,anonymousClassToString(),,public,false,false,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,TypeSpecTest,methodToString(),,public,false,false,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,TypeSpecTest,annotationToString(),,public,false,false,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,TypeSpecTest,interfaceClassToString(),,public,false,false,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,TypeSpecTest,tryCatch(),,public,false,false,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,TypeSpecTest,initializerBlockUnsupportedExceptionOnAnnotation(),,public,false,false,,,,,,,2,,,,,,8,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,TypeSpecTest,interestingTypes(),,public,false,false,,,,,,,1,,,,,,7,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,TypeSpecTest,varargs(),,public,false,false,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,TypeSpecTest,nameFromType(),,public,false,false,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,TypeSpecTest,getElement(Class),,private,false,false,,,,,,,1,,,,,,3,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,TypeSpecTest,codeBlockToString(),,public,false,false,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,TypeSpecTest,nullTypeVariablesAddition(),,public,false,false,,,,,,,2,,,,,,8,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,TypeSpecTest,nullTypesAddition(),,public,false,false,,,,,,,2,,,,,,8,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,TypeSpecTest,lineWrapping(),,public,false,false,,,,,,,3,,,,,,11,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,TypeSpecTest,nestedClasses(),,public,false,false,,,,,,,1,,,,,,8,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,TypeSpecTest,nameFromUnsupportedType(),,public,false,false,,,,,,,2,,,,,,8,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,TypeSpecTest,staticCodeBlock(),,public,false,false,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,TypeSpecTest,classCannotHaveDefaultValueForMethod(),,public,false,false,,,,,,,2,,,,,,7,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,TypeSpecTest,defaultModifiersForInterfaceMembers(),,public,false,false,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,TypeSpecTest,typeFromTypeElement(),,public,false,false,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,TypeSpecTest,basic(),,public,false,false,,,,,,,1,,,,,,5,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,TypeSpecTest,nullMethodsAddition(),,public,false,false,,,,,,,2,,,,,,8,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,TypeSpecTest,superClassOnlyValidForClasses(),,public,false,false,,,,,,,4,,,,,,17,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,TypeSpecTest,interfaceStaticMethods(),,public,false,false,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,TypeSpecTest,initializerBlockInRightPlace(),,public,false,false,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,TypeSpecTest,enumConstantsRequired(),,public,false,false,,,,,,,2,,,,,,7,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,TypeSpecTest,elseIf(),,public,false,false,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,TypeSpecTest,ifElse(),,public,false,false,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,TypeSpecTest,simpleNamesConflictInThisAndOtherPackage(),,public,false,false,,,,,,,1,,,,,,6,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,TypeSpecTest,fieldToString(),,public,false,false,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,TypeSpecTest,multilineStrings(),,public,false,false,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,TypeSpecTest,enumWithMembersButNoConstructorCall(),,public,false,false,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
/home/mich/Desktop/projects/javapoet/src/test/java/com/squareup/javapoet,com.squareup.javapoet,TypeSpecTest,typeFromTypeName(),,public,false,false,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,
